Date,Open,High,Low,Close,Adj Close,Volume
2023-02-06,171.979996,174.410004,169.669998,170.270004,170.270004,2858000
2023-02-07,170.259995,171.869995,167.029999,171.059998,171.059998,2574100
2023-02-08,169.330002,170.389999,164.149994,164.339996,164.339996,2960500
2023-02-09,167.029999,170.100006,163.190002,164.479996,164.479996,2853800
2023-02-10,164.000000,169.509995,162.649994,169.279999,169.279999,2945200
2023-02-13,168.729996,171.770004,166.009995,171.479996,171.479996,2702300
2023-02-14,170.889999,176.039993,169.289993,175.619995,175.619995,2906400
2023-02-15,173.169998,177.369995,172.449997,177.279999,177.279999,1962200
2023-02-16,173.070007,176.199997,171.589996,172.309998,172.309998,2466600
2023-02-17,163.000000,166.720001,160.660004,166.600006,166.600006,5057000
2023-02-21,165.250000,166.860001,159.490005,160.089996,160.089996,3295700
2023-02-22,160.350006,161.490005,157.000000,158.169998,158.169998,3082500
2023-02-23,153.729996,157.500000,143.718994,147.570007,147.570007,9378900
2023-02-24,140.529999,144.270004,138.210007,139.259995,139.259995,5998700
2023-02-27,139.520004,140.910004,136.720001,138.270004,138.270004,4966000
2023-02-28,138.270004,140.960007,137.369995,138.809998,138.809998,3995000
2023-03-01,138.389999,140.279999,133.660004,135.660004,135.660004,4588100
2023-03-02,135.360001,139.029999,135.339996,137.860001,137.860001,3305400
2023-03-03,138.679993,144.854996,138.149994,143.199997,143.199997,3964800
2023-03-06,143.300003,145.059998,142.630005,144.029999,144.029999,2871100
2023-03-07,143.779999,145.740005,139.679993,141.050003,141.050003,2777700
2023-03-08,140.320007,142.529999,140.320007,142.080002,142.080002,2193800
2023-03-09,142.039993,144.029999,136.516006,137.360001,137.360001,3092600
2023-03-10,137.059998,141.550003,135.591995,138.289993,138.289993,3886300
2023-03-13,138.490005,148.940002,138.059998,147.899994,147.899994,5681300
2023-03-14,148.979996,154.880005,148.050003,151.279999,151.279999,3952600
2023-03-15,148.880005,151.190002,147.610001,149.600006,149.600006,2740000
2023-03-16,149.669998,152.852005,147.970001,151.779999,151.779999,2654300
2023-03-17,151.919998,154.479996,149.100006,150.020004,150.020004,5997400
2023-03-20,150.009995,156.570007,148.660004,154.520004,154.520004,3263800
2023-03-21,154.539993,155.699997,151.820007,152.100006,152.100006,3010600
2023-03-22,153.309998,153.679993,148.070007,148.179993,148.179993,2820600
2023-03-23,149.919998,153.759995,146.899994,149.419998,149.419998,2708700
2023-03-24,149.740005,152.570007,148.970001,150.880005,150.880005,1988900
2023-03-27,149.800003,150.380005,145.360001,148.350006,148.350006,2641400
2023-03-28,147.979996,149.660004,146.179993,146.919998,146.919998,1992800
2023-03-29,149.000000,150.089996,147.554993,148.800003,148.800003,1902400
2023-03-30,150.199997,151.250000,146.595001,147.440002,147.440002,2209600
2023-03-31,148.520004,154.979996,147.889999,153.580002,153.580002,3779300
2023-04-03,153.500000,159.990005,153.500000,159.479996,159.479996,3972400
2023-04-04,159.210007,159.679993,156.029999,156.520004,156.520004,2308700
2023-04-05,155.789993,156.869995,152.248993,154.610001,154.610001,2278800
2023-04-06,155.000000,159.070007,153.490005,158.270004,158.270004,2618700
2023-04-10,160.000000,161.190002,154.445007,160.149994,160.149994,2726100
2023-04-11,152.429993,156.779999,149.320007,155.250000,155.250000,6591100
2023-04-12,156.350006,159.050003,154.619995,155.559998,155.559998,2964900
2023-04-13,156.610001,162.100006,155.320007,160.529999,160.529999,2911500
2023-04-14,159.949997,163.240005,155.350006,157.100006,157.100006,2657700
2023-04-17,156.600006,156.750000,143.205994,143.970001,143.970001,11560400
2023-04-18,144.000000,144.929993,141.009995,142.630005,142.630005,4405500
2023-04-19,141.570007,144.050003,141.250000,142.767197,142.767197,2014944
